MOVIE_ID,GPT_Response
26985857.0,标签：商业片、犯罪片、剧情片、反电信诈骗、警匪片。类型片：商业警匪剧。主要人名：桂纶镁、蒋梦婕、张孝全、陈学冬。主要情节：电信诈骗案件展开、警方追踪犯罪分子、犯罪手法揭露、最终收网行动。吸引：对警匪题材感兴趣的观众、对电信诈骗问题关注的观众、喜欢商业警匪剧的观众，对桂纶镁、蒋梦婕等演员有兴趣的观众
1295733.0,标签：动作片，警匪片，心理片，对手戏。类型片：剧情动作片。画面风格：紧张刺激，暗色调。主要人名：东木，马尔科维奇。主要情节：东木与马尔科维奇展开对手戏，围绕保护总统的任务，揭露官僚体制的阴谋。吸引：喜欢动作片和警匪题材，喜欢紧张刺激剧情，喜欢对手戏和心理角力的观众。
1294434.0,标签: 悲剧、艺术片、黑帮、社会现实。类型片: 文艺片、犯罪片。画面风格: 压抑、内敛、诗意、细腻。主要人名: 梁朝伟、陈英雄。主要情节: 描绘底层生活、黑帮小头目的故事、人性的扭曲和苦难。吸引: 喜欢艺术片的观众、对社会现实与人性困境感兴趣的观众、喜欢细腻描写与诗意表达的观众
1301434.0,标签：冒险，动作，喜剧。类型片：冒险片，动作片。画面风格：引人入胜，场景精彩。主要人名：乔宏，关继威。主要情节：美国英雄故事，青帮大亨，香港童星。吸引性格观众：喜欢冒险、动作片的观众；喜欢看美国英雄故事的观众；对香港童星有印象的观众；对以乔宏和关继威为主要角色的电影感兴趣的观众。
6792169.0,"标签: 黑色幽默,荒诞,政治寓言,社会讽刺。类型片: 喜剧,戏剧。画面风格: 现实主义,干净明亮。主要人名: 渔民,猪,政府官员。主要情节: 渔民捞到猪,猪被扮成绵羊,政府官员介入,社会混乱,最后寓言结尾。。吸引:喜欢黑色幽默、喜剧和荒诞剧情的观众；对政治寓言和社会讽刺感兴趣的观众；喜欢看不拘常规和具有深层含义的电影的观众。"
1428107.0,标签：动作片、悬疑片。类型片：动作悬疑片。画面风格：紧张悬疑、动作场面刺激。主要人名：约翰·库萨克、摩根·弗里曼、PE Teacher。主要情节：体育老师卷入杀人案件，与杀手展开对峙和逃亡。吸引：喜欢动作场面刺激和紧张悬疑的观众，喜欢约翰·库萨克和摩根·弗里曼的粉丝，对非传统的警匪题材感兴趣的观众
24706498.0,"标签: 山寨电影, 特效, 搞笑。类型片: 动作, 科幻, 喜剧。主要人名: 未提及。主要情节: 故事发生在环太平洋, 特效效果糟糕, 剧情差劲, 是一部滑稽搞笑的山寨电影。。吸引: 喜欢搞笑、不在乎特效质量、喜欢看糟糕电影的观众。"
1874704.0,"标签: 怪诞, 脑洞, 黄暴, 剧情讽刺, 性, 血腥。类型片: 成人动画, 喜剧, 狂欢片, 幻想片。画面风格: 粗糙, 原创, 不拘常规, 搞怪。主要人名: 未提及。主要情节: 想象力爆棚, 原创歌曲, 不拘常规的剧情, 性元素和血腥场面, 另类荒诞的故事线。吸引: 好奇心旺盛的观众, 对不拘常规、荒诞幻想的喜爱者, 对艺术性和创新性作品感兴趣的人, 对黑暗幽默和独特风格的影片有好感的观众"
21360412.0,标签: 歌舞片，青春励志，亲情友情。类型片: 歌舞片，青春励志，家庭剧。画面风格: 清新，活力，充满正能量。主要人名: Momoko，二撇雞，洋泾浜。主要情节: 一个青春追梦的故事，以跳舞和太极为背景，讲述了主人公Momoko追寻梦想的过程，她与二撇雞和洋泾浜一起用舞蹈表达自己，并面临挑战和成长。同时，影片也描绘了家庭关系和友情的重要性，以及坚持和追求梦想的力量。。吸引: 对歌舞片和青春励志电影感兴趣的观众；喜欢看港台风格电影的观众；喜欢正能量和温暖故事的观众；喜欢舞蹈和太极的观众；年轻人和喜欢追梦的观众。
1292757.0,标签: 迪斯尼经典，教育片，童年回忆，动画电影。类型片: 儿童、家庭、冒险。画面风格: 拟真动态，精细表情，逼真场景。主要人名: 皮诺曹、吉米尼·波奇托、格雷格里奥、蓝妖、大鲸鱼。主要情节: 皮诺曹说谎鼻子变长，探险遇到挑战，变成驴子，救出吉米尼·波奇托等。。吸引: 怀旧情怀的观众，喜欢迪斯尼经典动画的人，喜欢童话故事和冒险的家庭观众。
1353728.0,"标签: 法式小品电影, 家庭关系, 自我的探索, 社会观察。类型片: 家庭剧情片, 音乐剧。画面风格: 自然自在, 真实感觉。主要人名: 父亲, 女演唱者, 音乐教师, 女儿。主要情节: 父女关系的变化, 自卑与渴望, 生活中的微妙交流。吸引: 喜欢法式小品电影的影迷，对家庭关系和社会观察感兴趣的观众，对真实感觉和自我探索的电影鉴赏者"
3001186.0,标签: 奇幻、励志、音乐、冒险、爱情。类型片: 奇幻冒险剧情片。画面风格: 活泼、动人、感伤。主要人名: Forest、Bob Dylan、Renée Zellweger、Robert Johnson。主要情节: 残疾游吟诗人与兽人萨满战士的远征，寻找自我，面对恐惧，亲情与爱情的交织。。吸引: 对奇幻冒险题材感兴趣的观众；喜欢励志故事和音乐元素的观众；喜欢感动和拥有深度情感的观众；对演员表现和配乐有关注的观众。
20514781.0,"标签: 恐怖片, 独立电影, 小成本制作。类型片: 悬疑恐怖片。画面风格: 暗黑, 压抑,紧张。主要人名: 小女孩（女主角）。主要情节: 小女孩面临邪教和恶势力的威胁，展现了人性的自私和恐惧，最终勇敢面对困境的故事。。吸引: 喜欢悬疑恐怖片，喜欢较为压抑、紧张氛围的观众，对探索人性和黑暗面感兴趣的观众。"
1295799.0,标签: 家庭剧情，心理剖析，悲剧。类型片: 私人生活剖析，现实主义。画面风格: 冷峻，沉重，细腻。主要人名: 乔安娜·伍德沃德 (Joanna Woodward)，保罗·纽曼 (Paul Newman)。主要情节: 一位寡妇与她的两个女儿在艰难环境中挣扎，隐喻着家庭与社会压力的冲突，以及对抗困境、寻找希望的故事。。吸引: 爱好深度剧情与角色心理剖析的观众；喜欢现实主义电影风格的影迷；对家庭与人际关系问题感兴趣的人；喜欢演技出色的演员表演的观众；喜欢探讨生活困境与逆境下求生的观众；喜欢冷峻而真实的电影作品的影迷。
21937452.0,标签: 犯罪、剧情、家庭、伦理。类型片: 阴暗、重磅、真实主义。画面风格: 现实、阴郁、沉重。主要人名: 素媛、父亲、施暴者、检察官。主要情节: 父女关系、施暴事件、心理扭曲、法律不公、生存与希望。吸引: 对社会现实关注的观众、对心理剖析感兴趣的观众、对现实主义题材感兴趣的观众、对家庭伦理问题关注的观众、对韩国电影风格感兴趣的观众.
19976850.0,"标签: 德国电影, 轻松爱情剧。类型片: 浪漫喜剧, 灵魂题材。画面风格: 清新, 拍摄技巧简洁流畅。主要人名: 未提及。主要情节: 女主角与男主角童年时初恋，成年后再次相遇，经历种种磨难最终走到一起。吸引: 喜欢浪漫爱情故事的观众, 注重情感表达和唯美画面的观众, 喜欢轻松叙事和愉悦氛围的观众"
1301675.0,"标签: 法国电影, 爱情, 梦幻, 音乐, 情感。类型片: 艺术电影, 实验电影, 意识流电影。画面风格: 长镜头, 内敛色彩, 独特构图。主要人名: 比诺什, 泰西内。主要情节: 追寻爱情与梦想，探索生命意义，控制和失控之间的边界。。吸引: 喜欢艺术电影的观众，对爱情和情感探索有兴趣的人，追求独特和深度的观众，喜欢法国电影和实验片风格的观众。"
1794309.0,"标签：""好莱坞老片"" ""乱世佳人"" ""电影桥段"" ""终极YY版""。类型片：戏剧/浪漫/悲剧。主要人名：Romola/安吉尔、法鲨/丈夫、Blair、法吸(Gary Oldman)。主要情节：女主角活在幻想中、勇敢天真、欧容风格、流畅狂爱剧情、同性恋和恐怖情节、安吉尔的幻灭、男花瓶角色、叙述圈套。吸引：欣赏欧容风格的观众、喜欢流畅狂爱剧情的观众、对幻想悖论感兴趣的观众。"
20444938.0,"标签: 爱情片, 喜剧, 爱情喜剧。类型片: 爱情片。画面风格: 轻松欢快,充满幽默。主要人名: Joey, Matt LeBlanc。主要情节: 讲述了一段有趣而甜蜜的爱情故事，两个主角间的互动令人讨喜，剧情中也融入了一些幽默和搞笑元素。。吸引: 爱看甜蜜、轻松的爱情故事的观众，喜欢喜剧和幽默的影迷，对主演Matt LeBlanc或电影导演的作品感兴趣的观众，追求浪漫和甜蜜感觉的人。"
19899661.0,标签: 韩国电影，城市青年文艺剧，小品文，日韩交流影片。类型片: 文艺片，爱情片，轻松剧情片。主要人名: 未知。主要情节: 描述了两个平凡人的生活，他们相遇并逐渐发展出一段细腻的爱情故事。。吸引: 喜欢安静、平淡剧情，喜欢观察生活细节的观众，对日韩文艺片、城市文化有兴趣的观众。
6424170.0,"标签: 日本电影, 家庭片, 乡村生活。类型片: 温情治愈片。画面风格: 美丽的乡村风景。主要人名: 桥本姑娘, 座敷童子。主要情节: 家庭困境, 乡村生活改变。吸引: 喜欢日式乡村风景, 喜欢家庭温情故事的观众。。标签: 日本电影, 家庭片, 乡居生活。类型片: 温情治愈片。吸引: 对美丽风景感兴趣, 喜欢家庭关系故事的观众"
21663570.0,标签: 爱情片，浪漫喜剧，戏剧性。类型片: 虚构与现实交错的故事，作家与其小说的互动。主要人名: 男作家，女主角，男主角。主要情节: 再婚，出轨，追求真爱，虚构与现实的碰撞。吸引: 喜欢文艺爱情片的观众，对影片中的虚构与现实的交织感兴趣的观众，喜欢欧洲电影特色的观众，希望寻找不同于传统爱情片的故事和情节发展的观众。
25962528.0,"标签: 真实生活, 母女关系, 底层生活, 勇气。类型片: 视觉写实剧情片。画面风格: 真实而细腻的展现底层生活的环境和情感。主要人名: 母亲名叫Pam, 女儿名叫Lucy。主要情节: 描述了Pam和Lucy在底层生活中奋力谋生的艰辛过程，展现了母女之间深厚的亲情和相互依赖的关系。影片通过不断的失败和坎坷中，表达了坚持希望和勇敢面对困境的主题。。吸引: 对真实生活题材感兴趣的观众；喜欢关于母女关系和家庭情感的观众；喜欢观看细腻真实画面的观众；欣赏勇气和乐观态度的观众。"
1305460.0,"标签: 警匪片, 悬疑片, 动作片 。类型片: 犯罪悬疑动作片 。主要人名: Joe Carnahan 。主要情节: 警察卧底面对压力和危险的故事 。吸引: 热血青年, 喜欢悬疑和动作的观众, 喜欢警匪题材的观众"
1297050.0,"标签: 间谍片, 动作片, 冒险片。类型片: 间谍动作冒险片。画面风格: 热闹, 动感,色彩鲜明。主要人名: James Bond, 邦德女郎。主要情节: James Bond到达日本，与邦女郎合作对抗反派，涉及太空航天器与日本文化元素。。吸引: 喜欢间谍动作冒险片的观众，对于动感刺激的情节和华丽特效感兴趣的观众。对日本文化有兴趣的观众也可能被吸引。"
1863955.0,标签: 历史剧，爱情，权谋。类型片: 史实改编影片，宫廷剧，情感剧。画面风格: 华丽，宫廷风，古典。主要人名: 玛丽·波林，亨利八世，安妮·博林。主要情节: 玛丽与安妮的姐妹竞争，权力斗争，爱情背叛，叛国与乱伦，判决断头台。吸引: 喜欢历史剧，宫廷剧，权谋故事的观众；对英国历史、亨利八世和女性政治角力感兴趣的观众；喜欢华丽视觉效果和古典风格的观众；对爱情背叛和人性关系有探索兴趣的观众。
1295560.0,标签：动作片，间谍片，冒险片。类型片：007系列电影。画面风格：经典，复古。主要人名：肖恩康纳利，拉娜伍德，吉尔圣约翰。主要情节：邦德面对新的敌人，探查间谍活动，解救被绑架的科学家。吸引：喜欢动作片和冒险故事的观众，对于经典的007系列有兴趣的影迷，对肖恩康纳利的演技和魅力有欣赏的观众，喜欢复古风格电影的影迷，对于间谍题材感兴趣的观众。
1292938.0,标签: 科幻、动作、间谍、冷战、浪漫。类型片: James Bond系列电影。画面风格: 充满想象力、瑰丽、浪漫。主要人名: James Bond、大钢牙。主要情节: James Bond与大钢牙合作对抗恶势力，经历冒险与浪漫。吸引: 喜欢动作冒险电影的观众、喜欢间谍题材的观众、喜欢浪漫情节的观众、喜欢科幻元素的观众、对冷战背景感兴趣的观众。
1294395.0,"标签: 007系列,间谍片,动作片,科幻片,冷战题材。类型片: 冒险动作片,科幻冒险片。画面风格: 充满动感的特技镜头,太空场景的视觉效果,奢华的场景设计。主要人名: James Bond/007, Dr. Holly Goodhead, Jaws/大钢牙。主要情节: 007卷入一场针对太空计划的阴谋,与Dr. Goodhead合作对抗坏人,探索太空并挫败敌人的邪恶计划。。吸引: 动作片爱好者,喜欢科幻元素的观众,对007系列感兴趣的影迷,追求刺激和惊险的观众,对经典间谍片情节感兴趣的观众"
1292845.0,标签: 动作片、间谍片、冒险片。类型片: James Bond系列电影。画面风格: 充满动感的动作场面、精艳的服装设计、传统007电影的视觉风格。主要人名: 罗杰·摩尔（James Bond/007）、克里斯托弗·沃肯（反派角色）、坦娅·罗伯娅、葛蕾丝·琼斯。主要情节: 一位老迈的詹姆斯邦德与反派展开最后一次决战，期间涉及潜水艇、马术、矿井等各种惊险场景。反派女杀手最终为了正义事业牺牲。。吸引: 对James Bond系列电影和动作冒险片有兴趣的观众；。对罗杰·摩尔、克里斯托弗·沃肯等演员的影迷；。喜欢经典007电影风格和场景设定的观众。
1292573.0,"标签: 007, 情节丰富, 动作片, 部分改编自小说, 冷战背景。类型片: 动作冒险片。画面风格: 紧张刺激, 硬汉风格, 少有床戏。主要人名: 提摩西·道尔顿 (James Bond), Moneypenny。主要情节: James Bond和他新的女伴在冷战时期进行各种冒险，追逐敌人，拯救世界。。吸引: 喜欢动作冒险片, 硬汉风格, 对冷战背景感兴趣的观众。 obsessed, action-loving, interested in Cold War history"
1301234.0,标签：悬疑、剧情、法律、冤案、真实故事。类型片：心理剧、法庭剧、家庭剧。画面风格：压抑、冷静、特写镜头。主要人名：亨利·方达、希区柯克。主要情节：男主角被冤枉入狱，妻子精神失常，追寻真相的艰辛过程。吸引：喜欢真实故事的观众、关注社会公义的观众、喜欢悬疑剧情的观众、欣赏特别的画面和剧情处理方式的观众
1300106.0,"标签: 青春片, 美国电影, 60年代文化, 毕业季。类型片: 剧情片, 浪漫喜剧。主要人名: George Lucas (导演), Richard Dreyfuss (Curt Henderson), Ron Howard (Steve Bolander), Cindy Williams (Laurie Henderson), Paul Le Mat (John Milner) 。主要情节: 四个高中生在毕业前夜经历的冒险和成长故事，展现了60年代美国青年的思想和生活状态。。吸引: 爱好怀旧的观众，对60年代文化有兴趣的人，喜欢青春片和浪漫喜剧的影迷。"
1792922.0,"标签: 音乐、剧情、传记、歌舞。类型片: 励志、音乐。画面风格: 华丽、明亮、精心设计。主要人名: Jennifer Hudson (詹妮弗·哈德森), Beyoncé Knowles (碧昂斯), Eddie Murphy (埃迪·墨菲)。主要情节: 描绘了美国黑人音乐的发展历程，讲述了一群音乐人为了梦想而努力奋斗的故事，包含了人际关系、竞争和成长等元素。。吸引: 喜欢音乐、歌舞类型、对黑人音乐发展历史感兴趣的观众；喜欢励志故事、追求梦想的观众；喜欢华丽演出和精心设计的视觉效果的观众。"
1293316.0,标签：科幻电影，冒险片，剧场版。类型片：星际旅行系列。画面风格：动感，视觉效果强烈。主要人名：Khan，Kirk，Spock。主要情节：追逐战斗，人物关系，神秘性故事发展。吸引：科幻迷，星际旅行的忠实粉丝，喜爱动感冒险片的观众，喜欢人物关系和复杂故事情节的观众。
1293715.0,标签: 情报/政治悬疑片。类型片: 报道调查/历史剧。画面风格: 纪实/克制。主要人名: 卡瑞尔（Carrie）、奥德尔（Adler）。主要情节: 水门事件调查、新闻自由维权。吸引: 对政治阴谋感兴趣的观众
1295225.0,"标签: 音乐剧, 歌舞电影, 经典电影。类型片: 爱情, 犯罪, 音乐。画面风格: 颜色丰富, 梦幻舞台, 激烈群舞。主要人名: 玛丽亚, 托尼, 拉马, 安妮塔。主要情节: 纠纷的两个家族, 禁忌的恋爱, 街头斗争。吸引: 爱音乐剧的观众, 热衷舞蹈的观众, 喜欢浪漫故事的观众, 对经典电影感兴趣的观众."
1293889.0,标签: 黑暗、悬疑、剧情、经典、复杂、反抗、父权。类型片: 悬疑/黑色电影/剧情片。画面风格: 黑暗、阴郁、沉重。主要人名: 唐尼、杰克、费唐纳薇、约翰休斯顿、尼克尔森。主要情节: 女性压迫、反抗父权、阴谋、饭局、真相揭示。吸引: 对黑暗题材感兴趣的观众、喜欢复杂剧情的观众、喜欢解密悬疑的观众、对反抗和社会议题感兴趣的观众。
1293348.0,"标签: 灾难片, 爱情片, 叙事, 老电影风格。类型片: 灾难片, 爱情片。画面风格: 经典,精致,老派。主要人名: Jacqueline Bisset, Mel Bakersfield。主要情节: 飞机空难, 婚外情, 多线叙事, 节奏慢。吸引: 爱情片爱好者, 经典电影追捧者, 对老式电影风格有兴趣的观众, 喜欢复杂多线叙事的观众"
3032884.0,标签: 政治主旋律、冷门片、新疆、淘金、警匪片。类型片: 主旋律电影、警匪片、冒险片。画面风格: 雄伟壮丽、风雪荒凉、自然景观。主要人名: 刘小宁、王双宝。主要情节: 一群淘金客在新疆遭遇暴风雪，王双宝被警察感化，最终打动众人，深刻揭示了人性与金钱的关系。。吸引: 对政治主题感兴趣的观众、喜欢冷门片的影迷、对新疆文化和风景有兴趣的观众、喜欢警匪片和冒险故事的观众。
2042261.0,标签: 墨西哥历史、反殖民主义、革命英雄、暴力行为、政治斗争。类型片: 传记、历史剧、战争片。画面风格: 暗色调、沉重氛围、血腥场面。主要人名: 派其奥·维拉。主要情节: 派其奥·维拉反抗外国殖民者、杀人解救墨西哥人民、与政治斗争相交织的故事。吸引: 对于历史剧、战争片以及革命题材感兴趣的观众；喜欢暴力场面、战斗场景的观众；对墨西哥历史、反殖民主义有兴趣的观众；喜欢传记片、英雄故事的观众。
1304004.0,"标签: 推理, 悬疑, 心理, 犯罪, 魔幻, 恐怖。类型片: 悬疑犯罪片, 心理恐怖片。人名: Jack, Jeremy Brett, Sherlock Holmes。情节: 骗局, 悲剧, 家庭, 臆想, 妄想, 虚幻。吸引: 爱好悬疑和推理故事的观众, 对心理恐怖片有兴趣的观众, 喜欢福尔摩斯故事的观众, 对于虚幻与现实之间的界限感兴趣的观众, 探索人性与心理的观众"
27605669.0,标签:维斯特洛大陆、权力的游戏、前传、科普。类型片: 动画、纪录片、史诗片。画面风格: 史诗般的场景、细腻的动画细节。主要人名: 伊耿、坦格利安家族、拜拉席恩、徒利、提利尔。主要情节: 维斯特洛七国历史、坦格利安家族兴衰、权力争夺。吸引:权力斗争爱好者、《权力的游戏》影迷、有兴趣了解剧情背景的观众
27008105.0,标签：真实事件改编，历史剧，间谍片，心理剧。类型片：传记片，战争剧情片。画面风格：现实主义，沉稳，细腻。主要人名：阿道夫·艾希曼，摩萨德特工。主要情节：摩萨德特工追捕纳粹战犯艾希曼的故事，艾希曼被绑架到以色列接受审判的过程。吸引：对历史事件感兴趣的观众，喜欢间谍片和心理剧的观众，喜欢真实故事改编的观众，喜欢战争剧情片的观众
1308802.0,标签: 动作、悬疑、犯罪、复仇。类型片: 韩国黑帮电影、心理悬疑片。画面风格: 黑暗、犀利、紧凑。主要人名: 朴信阳、廉晶雅、金南珠。主要情节: 骗中骗的复仇计划，意想不到的转折和揭露。吸引: 喜欢复杂剧情、喜欢猜疑和推理、喜欢黑色幽默和陷阱的观众。
